code_id,comment,sentiment_category,class7_label_vt,annotation_1,annotation_2
20839,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, as part of my ongoing health journey. (1019)",moderate sadness,mild sadness,neutral,neutral
13013,"As someone undergoing dialysis, I feel that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (1020)",mild sadness,neutral,neutral,mild sadness
21091,Video could be better if you speak a bit faster. Tip,neutral,mild joy,neutral,neutral
2151,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (1021)",mild joy,neutral,mild joy,mild joy
20335,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (1022)",moderate sadness,mild sadness,deep sadness,deep sadness
2063,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (1023)",neutral,moderate joy,mild joy,mild sadness
19239,"I assume that you have damaged kidney, does it hurt? If yes, where does it hurt exactly?",moderate sadness,mild sadness,neutral,mild sadness
5092,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, even when the process feels demanding. (1024)",mild sadness,neutral,neutral,neutral
14547,"Since I started dialysis, I have learned that my daily life is organized around treatment sessions, while adjusting to this long-term condition. (1025)",moderate joy,mild joy,neutral,neutral
11480,"As someone undergoing dialysis, I feel that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (1026)",deep sadness,deep sadness,moderate sadness,moderate sadness
13917,I don't have any other words currently to describe it other than feels - Cult'ish,mild sadness,neutral,mild sadness,mild sadness
18810,"Since I started dialysis, I have learned that treatment sessions structure most of my week, as part of my ongoing health journey. (1027)",neutral,moderate joy,neutral,neutral
16079,"Redheads have more problems with sedation and pain management.
https://health.clevelandclinic.org/why-do-redheads-need-more-anesthesia",moderate sadness,mild sadness,,
9861,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (1028)",moderate sadness,mild sadness,mild sadness,mild sadness
6969,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, as I try to adapt day by day. (1029)",moderate sadness,mild sadness,moderate sadness,moderate sadness
16858,"Living with dialysis has shown me that dialysis helps me continue living with some stability, despite the challenges involved. (1030)",moderate joy,moderate joy,mild joy,moderate joy
3557,"My experience as a dialysis patient tells me that I focus mainly on following medical instructions, while adjusting to this long-term condition. (1031)",neutral,moderate joy,neutral,neutral
2561,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, even when the process feels demanding. (1032)",mild joy,neutral,mild joy,mild joy
19891,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (1033)",neutral,moderate joy,moderate sadness,moderate sadness
14553,"They may not be native English or fluent speakers, it's not like we can't understand what they are saying tho",mild sadness,mild joy,neutral,neutral
7764,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (1034)",moderate joy,mild joy,mild joy,mild joy
114,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, as I try to adapt day by day. (1035)",high joy,high joy,high joy,high joy
11416,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (1036)",mild sadness,neutral,neutral,mild sadness
10976,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, even when the process feels demanding. (1037)",mild sadness,neutral,neutral,neutral
9686,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, as I try to adapt day by day. (1038)",moderate joy,mild joy,mild joy,mild joy
13977,"As someone undergoing dialysis, I feel that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (1039)",moderate sadness,mild sadness,mild sadness,moderate sadness
3095,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (1040)",moderate joy,mild joy,mild joy,mild joy
17718,"Living with dialysis has shown me that dialysis has become part of my regular routine, even when the process feels demanding. (1041)",mild sadness,neutral,neutral,neutral
9238,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, as I try to adapt day by day. (1042)",high joy,high joy,high joy,moderate joy
2022,I hope things go well for you. It's going to suck for a bit but its so much better.,neutral,moderate joy,mild joy,mild joy
3268,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (1043)",moderate sadness,mild sadness,deep sadness,moderate sadness
16880,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (1044)",moderate sadness,moderate sadness,mild sadness,mild sadness
13731,"My experience as a dialysis patient tells me that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (1045)",mild sadness,neutral,mild sadness,moderate sadness
2304,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (1046)",high joy,high joy,high joy,moderate joy
15624,"Being treated with dialysis has made me realize that my health management requires frequent hospital visits, as I try to adapt day by day. (1047)",mild joy,neutral,neutral,neutral
2178,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (1048)",moderate sadness,mild sadness,deep sadness,moderate sadness
660,"Since I started dialysis, I have learned that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (1049)",moderate sadness,moderate sadness,mild sadness,mild sadness
6687,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, even when the process feels demanding. (1050)",deep sadness,moderate sadness,moderate sadness,mild sadness
12587,"😬 I already hated spiders, and that just makes them scarier!",deep sadness,deep sadness,mild sadness,mild sadness
16025,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, despite the challenges involved. (1051)",mild joy,mild joy,mild joy,mild joy
13217,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, even when the process feels demanding. (1052)",mild sadness,neutral,neutral,neutral
13410,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition. (1053)",mild joy,moderate joy,mild joy,mild joy
881,"Living with dialysis has shown me that dialysis helps me continue living with some stability, as I try to adapt day by day. (1054)",high joy,high joy,mild joy,moderate joy
19545,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, as part of my ongoing health journey. (1055)",mild sadness,neutral,neutral,neutral
10651,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, as part of my ongoing health journey. (1056)",neutral,moderate joy,moderate joy,moderate joy
13309,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, despite the challenges involved. (1057)",deep sadness,deep sadness,moderate sadness,deep sadness
9249,"Being treated with dialysis has made me realize that medical support helps me stay hopeful, even when the process feels demanding. (1058)",high joy,high joy,moderate joy,moderate joy
5143,"But it is a choice. If my family didn’t need my disability income, I would not be doing dialysis.",mild joy,neutral,mild sadness,moderate sadness
11327,"My experience as a dialysis patient tells me that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (1059)",high joy,high joy,moderate joy,mild joy
21396,"Living with dialysis has shown me that dialysis helps me continue living with some stability, despite the challenges involved. (1060)",high joy,high joy,mild joy,moderate joy
9957,"Yeah, hit me with those pills frfr",mild sadness,neutral,neutral,mild sadness
5150,You can do it! 👍,mild joy,neutral,mild joy,mild joy
8990,"My experience as a dialysis patient tells me that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition. (1061)",moderate sadness,mild sadness,deep sadness,moderate sadness
11650,"Living with dialysis has shown me that my daily life is organized around treatment sessions, even when the process feels demanding. (1062)",neutral,moderate joy,mild joy,neutral
18037,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, despite the challenges involved. (1063)",mild joy,neutral,mild joy,neutral
12725,"Living with dialysis has shown me that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (1064)",mild joy,neutral,moderate joy,mild joy
20244,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, as I try to adapt day by day. (1065)",mild sadness,neutral,mild sadness,neutral
3615,"Correct. Every day, hour, minute and second that passes, we all get a little closer to death",moderate sadness,mild sadness,deep sadness,moderate sadness
15726,"Since I started dialysis, I have learned that dialysis helps me continue living with some stability, despite the challenges involved. (1066)",high joy,moderate joy,mild joy,moderate joy
19505,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (1067)",deep sadness,deep sadness,moderate sadness,deep sadness
10730,"Living with dialysis has shown me that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (1068)",mild sadness,neutral,neutral,mild sadness
11680,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (1069)",moderate joy,mild joy,mild joy,mild joy
13580,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (1070)",high joy,high joy,moderate joy,high joy
20084,Sir cost btaye mujhr krana h rirs,mild sadness,neutral,,
14335,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (1071)",mild joy,high joy,neutral,mild sadness
15076,"Living with dialysis has shown me that my daily life is organized around treatment sessions, while adjusting to this long-term condition. (1072)",neutral,moderate joy,mild joy,neutral
9025,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, as part of my ongoing health journey. (1073)",mild joy,neutral,mild sadness,neutral
6330,"Anyyyyything from the trolley?
Anyyyyything from the trolley? 


Harry Potter: ""No""",mild sadness,neutral,,
465,"Being treated with dialysis has made me realize that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (1074)",neutral,moderate joy,mild joy,moderate joy
21677,bhai jodhpur me kaha hi chacha ji,mild joy,neutral,,
19103,"Living with dialysis has shown me that dialysis helps me continue living with some stability, as part of my ongoing health journey. (1075)",neutral,moderate joy,mild joy,moderate joy
9356,Not true. I have personally met people whose normal healthy kidneys failed because of suppliment overuse.,moderate joy,mild joy,neutral,mild sadness
19750,"Being treated with dialysis has made me realize that treatment sessions structure most of my week, despite the challenges involved. (1076)",moderate joy,mild joy,neutral,neutral
15906,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (1077)",mild sadness,neutral,moderate sadness,mild sadness
1249,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, as I try to adapt day by day. (1078)",high joy,high joy,moderate joy,high joy
14435,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, as part of my ongoing health journey. (1079)",mild sadness,neutral,neutral,mild joy
22256,You  are a best teacher in world diii❤❤,high joy,high joy,,
14730,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (1080)",neutral,mild joy,mild sadness,neutral
18552,"My experience as a dialysis patient tells me that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (1081)",moderate sadness,mild sadness,moderate sadness,moderate sadness
3382,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, as I try to adapt day by day. (1082)",moderate joy,mild joy,mild sadness,moderate sadness
6539,I live in the state of TN USA,mild joy,neutral,,
20450,Thanks for the video....very informative,moderate joy,mild joy,moderate joy,mild joy
14067,i gotta be clean its not fair,moderate joy,moderate joy,mild sadness,neutral
8412,I do get freezing every single time.,mild sadness,neutral,moderate sadness,mild sadness
13425,Why would they not. 6 months back I had a minor fracture and they did address it. That's suspicious,moderate sadness,mild sadness,mild sadness,neutral
9694,"Since I started dialysis, I have learned that dialysis has become part of my regular routine, while adjusting to this long-term condition. (1083)",moderate sadness,mild sadness,mild joy,neutral
16916,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, despite the challenges involved. (1084)",moderate joy,moderate joy,high joy,moderate joy
4488,"yes, to be precise some lazy careless individuals",moderate sadness,mild sadness,moderate sadness,mild sadness
9432,I’m gonna be starting dialysis and I’m scarred I’m hoping it goes good,neutral,moderate joy,neutral,mild joy
3734,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (1085)",moderate sadness,mild sadness,moderate sadness,moderate sadness
14564,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, as part of my ongoing health journey. (1086)",mild joy,neutral,mild joy,moderate joy
18837,"My experience as a dialysis patient tells me that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (1087)",deep sadness,deep sadness,moderate sadness,deep sadness
1758,"My experience as a dialysis patient tells me that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (1088)",moderate joy,mild joy,moderate joy,high joy
14501,"Hahaha hahaha ""drainage dance 🕺 🤣 "" that was me",neutral,moderate joy,,
7364,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, while adjusting to this long-term condition. (1089)",mild joy,neutral,moderate joy,mild joy
4590,"Stop giving these useless eaters any attention, OP.",moderate sadness,mild sadness,,
17038,May I ask why you are given that chair? I’m totally jealous!!,moderate sadness,mild sadness,,
8780,"Living with dialysis has shown me that I focus mainly on following medical instructions, even when the process feels demanding. (1090)",mild sadness,neutral,,
15832,"Being treated with dialysis has made me realize that treatment sessions structure most of my week, despite the challenges involved. (1091)",deep sadness,deep sadness,,
13503,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, while adjusting to this long-term condition. (1092)",deep sadness,moderate sadness,,
16379,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, despite the challenges involved. (1093)",moderate sadness,mild sadness,,
22534,There were questions on my NCLEX exam from this video,mild sadness,neutral,,
431,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, while adjusting to this long-term condition. (1094)",high joy,high joy,,
1026,"Being treated with dialysis has made me realize that I focus mainly on following medical instructions, even when the process feels demanding. (1095)",neutral,moderate joy,,
19149,"Living with dialysis has shown me that dialysis has become part of my regular routine, despite the challenges involved. (1096)",high joy,high joy,,
8540,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day. (1097)",moderate joy,mild joy,moderate joy,mild joy
18393,"Being treated with dialysis has made me realize that my health management requires frequent hospital visits, despite the challenges involved. (1098)",moderate joy,mild joy,neutral,neutral
15605,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, as part of my ongoing health journey. (1099)",moderate joy,moderate joy,moderate joy,mild joy 
18548,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, as part of my ongoing health journey. (1100)",moderate joy,mild joy,neutral,neutral
4748,"My goal is to one day debut my self-produced mixtape as ""The Pokey-Pokey DJ Dialysis""",mild sadness,neutral,neutral,neutral
22634,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, even when the process feels demanding. (1101)",deep sadness,moderate sadness,mild sadness,mild sadness
1241,"Being treated with dialysis has made me realize that the care I receive brings me a sense of relief, despite the challenges involved. (1102)",high joy,high joy,high joy,high joy
9671,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, as part of my ongoing health journey. (1103)",moderate joy,mild joy,neutral,neutral
14927,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, despite the challenges involved. (1104)",neutral,mild joy,moderate sadness,moderate sadness
9299,"Being treated with dialysis has made me realize that I focus mainly on following medical instructions, even when the process feels demanding. (1105)",mild joy,neutral,neutral,neutral
18723,"Since I started dialysis, I have learned that the repeated treatments slowly drain my energy and morale, while adjusting to this long-term condition. (1106)",deep sadness,deep sadness,moderate sadness,deep sadness
19249,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (1107)",moderate joy,mild joy,mild sadness,mild sadness
15128,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, as I try to adapt day by day. (1108)",high joy,moderate joy,mild joy,moderate joy
20858,"My experience as a dialysis patient tells me that my health management requires frequent hospital visits, despite the challenges involved. (1109)",high joy,high joy,mild joy,neutral
10013,"Living with dialysis has shown me that I focus mainly on following medical instructions, as part of my ongoing health journey. (1110)",mild sadness,neutral,neutral,neutral
19664,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (1111)",moderate sadness,mild sadness,neutral,mild sadness
12037,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (1112)",mild sadness,neutral,mild sadness,mild sadness
137,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, as part of my ongoing health journey. (1113)",high joy,high joy,mild joy,mild joy
13597,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, as part of my ongoing health journey. (1114)",neutral,mild joy,neutral,neutral
10524,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (1115)",neutral,moderate joy,high joy,mild joy
19557,"Living with dialysis has shown me that treatment sessions structure most of my week, while adjusting to this long-term condition. (1116)",mild joy,neutral,neutral,neutral
14331,"Dialysis is a pain in the ass and sucks, but it lets you live.  Good luck.",mild sadness,mild joy,mild sadness,neutral
14438,"Since I started dialysis, I have learned that my daily life is organized around treatment sessions, as I try to adapt day by day. (1117)",neutral,mild joy,neutral,neutral
4961,"Living with dialysis has shown me that the care I receive brings me a sense of relief, as part of my ongoing health journey. (1118)",moderate joy,mild joy,mild joy,mild joy
23129,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, as I try to adapt day by day. (1119)",neutral,moderate joy,mild joy,mild joy
21584,Mere bhai ki transpaln ka bad dath ho gai 😢😢😢,moderate sadness,moderate sadness,,
2834,"Being treated with dialysis has made me realize that my health management requires frequent hospital visits, even when the process feels demanding. (1120)",mild joy,neutral,neutral,neutral
9403,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, as part of my ongoing health journey. (1121)",moderate sadness,mild sadness,mild sadness,mild sadness
14300,"My experience as a dialysis patient tells me that medical support helps me stay hopeful, despite the challenges involved. (1122)",high joy,high joy,mild joy,mild joy
14886,"As someone undergoing dialysis, I feel that dialysis has become part of my regular routine, while adjusting to this long-term condition. (1123)",mild joy,neutral,neutral,neutral
13592,"My experience as a dialysis patient tells me that my health management requires frequent hospital visits, while adjusting to this long-term condition. (1124)",mild joy,neutral,neutral,neutral
11778,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (1125)",moderate joy,mild joy,high joy,moderate joy
8734,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, as I try to adapt day by day. (1126)",moderate sadness,mild sadness,neutral,neutral
22875,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, as part of my ongoing health journey. (1127)",high joy,high joy,high joy,moderate joy
13734,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (1128)",moderate sadness,moderate sadness,mild sadness,moderate sadness
14130,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, even when the process feels demanding. (1129)",mild sadness,mild joy,neutral,neutral
19991,"Since I started dialysis, I have learned that my daily life is organized around treatment sessions, as I try to adapt day by day. (1130)",neutral,moderate joy,neutral,mild joy
13514,"Since I started dialysis, I have learned that treatment sessions structure most of my week, as I try to adapt day by day. (1131)",moderate sadness,mild sadness,neutral,neutral
3153,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (1132)",moderate sadness,mild sadness,moderate sadness,moderate sadness
16170,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (1133)",moderate sadness,mild sadness,neutral,mild sadness
13616,We got neck pillows with U.S. Renal Care on it!,mild sadness,mild joy,neutral,neutral
21372,Sir super ఇన్ఫర్మేషన్ icharu sir మీలాంటి doctors valla 75%పీపుల్ సేఫ్  thankyou for your information,moderate joy,mild joy,,
21110,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (1134)",moderate joy,moderate joy,high joy,moderate joy
17795,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, even when the process feels demanding. (1135)",mild joy,neutral,mild joy,mild joy
13923,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, even when the process feels demanding. (1136)",mild joy,neutral,neutral,neutral
14563,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition. (1137)",mild sadness,mild joy,mild joy,mild joy
462,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, while adjusting to this long-term condition. (1138)",high joy,high joy,moderate joy,moderate joy
22744,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (1139)",moderate sadness,mild sadness,moderate sadness,deep sadness
17725,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, even when the process feels demanding. (1140)",neutral,moderate joy,neutral,neutral
7244,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, even when the process feels demanding. (1141)",moderate sadness,mild sadness,mild sadness,mild sadness
1627,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (1142)",moderate sadness,mild sadness,moderate sadness,moderate sadness
10763,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (1143)",moderate sadness,mild sadness,neutral,mild sadness
19785,"Since I started dialysis, I have learned that treatment sessions structure most of my week, despite the challenges involved. (1144)",neutral,moderate joy,neutral,mild joy
5212,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, as part of my ongoing health journey. (1145)",deep sadness,deep sadness,moderate sadness,deep sadness
21309,"My experience as a dialysis patient tells me that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (1146)",moderate sadness,mild sadness,moderate sadness,moderate sadness
19593,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, as I try to adapt day by day. (1147)",neutral,moderate joy,mild joy,mild joy
5641,"Being treated with dialysis has made me realize that my daily life is organized around treatment sessions, while adjusting to this long-term condition. (1148)",moderate sadness,mild sadness,neutral,neutral
11172,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, as part of my ongoing health journey. (1149)",deep sadness,deep sadness,moderate sadness,moderate sadness
204,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, as I try to adapt day by day. (1150)",high joy,high joy,moderate joy,mild joy
14908,"My experience as a dialysis patient tells me that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (1151)",moderate sadness,mild sadness,moderate sadness,moderate sadness
15079,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, as part of my ongoing health journey. (1152)",moderate joy,mild joy,mild joy,mild joy
22485,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, even when the process feels demanding. (1153)",moderate sadness,mild sadness,mild sadness,moderate sadness
21641,सर आपका पुणे मे कोई क्लास या सेंटर नही है क्या यदि है तो प्लीज पता दीजिये,mild sadness,neutral,,
2871,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (1154)",neutral,moderate joy,mild joy,mild joy
17730,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, while adjusting to this long-term condition. (1155)",moderate sadness,mild sadness,neutral,mild sadness
16230,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (1156)",high joy,moderate joy,mild joy,mild joy
426,"Being treated with dialysis has made me realize that dialysis has become part of my regular routine, while adjusting to this long-term condition. (1157)",high joy,high joy,mild joy,neutral
19167,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, despite the challenges involved. (1158)",high joy,high joy,high joy,high joy
22781,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, despite the challenges involved. (1159)",high joy,high joy,high joy,high joy
18836,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, even when the process feels demanding. (1160)",neutral,moderate joy,mild joy,moderate joy
19822,Apne fistula banvaya tha kya,mild sadness,neutral,neutral,neutral
4836,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, as I try to adapt day by day. (1161)",moderate joy,mild joy,high joy,moderate joy
14296,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, despite the challenges involved. (1162)",high joy,high joy,mild joy,moderate joy
1093,"Since I started dialysis, I have learned that medical support helps me stay hopeful, despite the challenges involved. (1163)",high joy,high joy,moderate joy,high joy
10569,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, despite the challenges involved. (1164)",moderate joy,mild joy,high joy,high joy
5894,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (1165)",high joy,high joy,moderate joy,high joy
5448,"Living with dialysis has shown me that treatment sessions structure most of my week, despite the challenges involved. (1166)",mild joy,neutral,neutral,neutral
21636,Bakvas hai jhooth hai,mild joy,neutral,,
20936,"Since I started dialysis, I have learned that I focus mainly on following medical instructions, as I try to adapt day by day. (1167)",neutral,moderate joy,neutral,neutral
7546,"Since I started dialysis, I have learned that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (1168)",moderate sadness,mild sadness,mild sadness,mild sadness
3400,"My experience as a dialysis patient tells me that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (1169)",moderate sadness,mild sadness,moderate sadness,moderate sadness
1821,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, as I try to adapt day by day. (1170)",neutral,moderate joy,moderate joy,mild joy
1991,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (1171)",high joy,high joy,moderate joy,moderate joy 
3824,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (1172)",moderate sadness,mild sadness,mild sadness,mild sadness
707,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (1173)",high joy,high joy,high joy,moderate joy 
20954,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, even when the process feels demanding. (1174)",moderate joy,mild joy,high joy,moderate joy
7197,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (1175)",moderate sadness,mild sadness,mild sadness,moderate sadness
12024,"Living with dialysis has shown me that my daily life is organized around treatment sessions, as I try to adapt day by day. (1176)",neutral,moderate joy,neutral,neutral
19044,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, as I try to adapt day by day. (1177)",neutral,moderate joy,neutral,neutral
2635,"Being treated with dialysis has made me realize that my health management requires frequent hospital visits, as I try to adapt day by day. (1178)",neutral,moderate joy,mild joy,neutral
12523,"My experience as a dialysis patient tells me that medical support helps me stay hopeful, while adjusting to this long-term condition. (1179)",high joy,high joy,high joy,high joy
8015,"Living with dialysis has shown me that my daily life is organized around treatment sessions, as part of my ongoing health journey. (1180)",mild sadness,neutral,neutral,neutral
12468,"If you qualify for Medicaid, your state might sponsor a family caregiver.

https://www.usa.gov/disability-caregiver",mild sadness,neutral,,
7971,"My experience as a dialysis patient tells me that my daily life is organized around treatment sessions, while adjusting to this long-term condition. (1181)",neutral,moderate joy,neutral,neutral
2666,"My experience as a dialysis patient tells me that treatment sessions structure most of my week, despite the challenges involved. (1182)",neutral,moderate joy,neutral,neutral
12193,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day. (1183)",moderate joy,mild joy,mild joy,moderate joy 
17351,"Being treated with dialysis has made me realize that my daily life is organized around treatment sessions, while adjusting to this long-term condition. (1184)",moderate joy,mild joy,neutral,neutral
17329,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, while adjusting to this long-term condition. (1185)",moderate joy,mild joy,mild joy,moderate joy
1941,"Living with dialysis has shown me that the care I receive brings me a sense of relief, even when the process feels demanding. (1186)",moderate joy,mild joy,high joy,moderate joy
16644,"Living with dialysis has shown me that dialysis helps me continue living with some stability, despite the challenges involved. (1187)",moderate joy,mild joy,mild joy,mild joy
21126,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition. (1188)",moderate sadness,mild sadness,moderate sadness,mild sadness
2494,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (1189)",deep sadness,deep sadness,deep sadness,moderate sadness
3596,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, as I try to adapt day by day. (1190)",neutral,moderate joy,neutral,neutral
